run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR1972762,SAMN03253942,G4332.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,50551569;47343788,140908130,697565,G4332.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972762/SRR1972762_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972762/SRR1972762_2.fastq.gz']","51 MB, 47 MB files; 0.7 million reads; 140.9 million sequenced bases"
SRR1972959,SAMN03254276,G5986.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,95424516;90520726,289268848,1432024,G5986.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972959/SRR1972959_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972959/SRR1972959_2.fastq.gz']","95 MB, 91 MB files; 1.4 million reads; 289.3 million sequenced bases"
SRR1972764,SAMN03253944,G4334.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,106648949;97428315,300022722,1485261,G4334.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972764/SRR1972764_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972764/SRR1972764_2.fastq.gz']","107 MB, 97 MB files; 1.5 million reads; 300.0 million sequenced bases"
SRR1972767,SAMN03253947,G4342.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,10841490;9432892,28422410,140705,G4342.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972767/SRR1972767_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972767/SRR1972767_2.fastq.gz']","11 MB, 9 MB files; 0.1 million reads; 28.4 million sequenced bases"
SRR1972960,SAMN03254277,G5988.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,23777841;20239798,57014500,282250,G5988.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972960/SRR1972960_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972960/SRR1972960_2.fastq.gz']","24 MB, 20 MB files; 0.3 million reads; 57.0 million sequenced bases"
SRR1972768,SAMN03253948,G4345.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,76329655;66541331,198824762,984281,G4345.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972768/SRR1972768_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972768/SRR1972768_2.fastq.gz']","76 MB, 67 MB files; 1.0 million reads; 198.8 million sequenced bases"
SRR1972965,SAMN03254288,G6020.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,51010979;41438614,130795000,647500,G6020.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972965/SRR1972965_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972965/SRR1972965_2.fastq.gz']","51 MB, 41 MB files; 0.6 million reads; 130.8 million sequenced bases"
SRR1972772,SAMN03253952,G4350.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,94161720;82863209,246274158,1219179,G4350.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972772/SRR1972772_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972772/SRR1972772_2.fastq.gz']","94 MB, 83 MB files; 1.2 million reads; 246.3 million sequenced bases"
SRR1972775,SAMN03253955,G4382.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,95520870;84208883,250611300,1240650,G4382.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972775/SRR1972775_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972775/SRR1972775_2.fastq.gz']","96 MB, 84 MB files; 1.2 million reads; 250.6 million sequenced bases"
SRR1972976,SAMN03253746,W220.0,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,699204879;605646780,1685747974,8345287,W220.0.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972976/SRR1972976_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972976/SRR1972976_2.fastq.gz']","699 MB, 606 MB files; 8.3 million reads; 1685.7 million sequenced bases"
SRR1972780,SAMN03253961,G4416.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,120313144;112657867,326777622,1617711,G4416.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972780/SRR1972780_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972780/SRR1972780_2.fastq.gz']","120 MB, 113 MB files; 1.6 million reads; 326.8 million sequenced bases"
SRR1972782,SAMN03253963,G4422.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,39269603;36715380,105200792,520796,G4422.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972782/SRR1972782_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972782/SRR1972782_2.fastq.gz']","39 MB, 37 MB files; 0.5 million reads; 105.2 million sequenced bases"
SRR1972784,SAMN03253965,G4424.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,249784105;243344298,686339238,3397719,G4424.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972784/SRR1972784_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972784/SRR1972784_2.fastq.gz']","250 MB, 243 MB files; 3.4 million reads; 686.3 million sequenced bases"
SRR1972797,SAMN03253978,G4457.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,22168652;20200658,64009558,316879,G4457.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972797/SRR1972797_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972797/SRR1972797_2.fastq.gz']","22 MB, 20 MB files; 0.3 million reads; 64.0 million sequenced bases"
SRR1972798,SAMN03253979,G4458.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,21378997;18439281,56017428,277314,G4458.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972798/SRR1972798_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972798/SRR1972798_2.fastq.gz']","21 MB, 18 MB files; 0.3 million reads; 56.0 million sequenced bases"
SRR1972799,SAMN03253980,G4465.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,25692935;23556915,71216110,352555,G4465.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972799/SRR1972799_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972799/SRR1972799_2.fastq.gz']","26 MB, 24 MB files; 0.4 million reads; 71.2 million sequenced bases"
SRR1972801,SAMN03253986,G4527.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,53731052;49971942,154320930,763965,G4527.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972801/SRR1972801_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972801/SRR1972801_2.fastq.gz']","54 MB, 50 MB files; 0.8 million reads; 154.3 million sequenced bases"
SRR1972805,SAMN03253998,G4702.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,36643209;28598466,85727790,424395,G4702.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972805/SRR1972805_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972805/SRR1972805_2.fastq.gz']","37 MB, 29 MB files; 0.4 million reads; 85.7 million sequenced bases"
SRR1972806,SAMN03254002,G4717.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,28711949;22572614,71173084,352342,G4717.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972806/SRR1972806_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972806/SRR1972806_2.fastq.gz']","29 MB, 23 MB files; 0.4 million reads; 71.2 million sequenced bases"
SRR1972813,SAMN03254023,G4837.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,89900632;86001150,255636858,1265529,G4837.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972813/SRR1972813_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR1972813/SRR1972813_2.fastq.gz']","90 MB, 86 MB files; 1.3 million reads; 255.6 million sequenced bases"
SRR1972814,SAMN03254026,G4849.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,417998131;366736174,1132199294,5604947,G4849.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972814/SRR1972814_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972814/SRR1972814_2.fastq.gz']","418 MB, 367 MB files; 5.6 million reads; 1132.2 million sequenced bases"
SRR1972815,SAMN03254027,G4849.4,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,383816179;332244388,999432774,4947687,G4849.4.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972815/SRR1972815_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972815/SRR1972815_2.fastq.gz']","384 MB, 332 MB files; 4.9 million reads; 999.4 million sequenced bases"
SRR1972817,SAMN03254032,G4861.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,27414065;22504564,64786248,320724,G4861.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972817/SRR1972817_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972817/SRR1972817_2.fastq.gz']","27 MB, 23 MB files; 0.3 million reads; 64.8 million sequenced bases"
SRR1972829,SAMN03254056,G4973.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,64553398;60516644,190164214,941407,G4973.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972829/SRR1972829_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972829/SRR1972829_2.fastq.gz']","65 MB, 61 MB files; 0.9 million reads; 190.2 million sequenced bases"
SRR1972832,SAMN03254060,G4982.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,798929453;753747272,2071452430,10254715,G4982.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972832/SRR1972832_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972832/SRR1972832_2.fastq.gz']","799 MB, 754 MB files; 10.3 million reads; 2071.5 million sequenced bases"
SRR1972834,SAMN03254064,G4996.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,39864233;33328396,100293404,496502,G4996.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972834/SRR1972834_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972834/SRR1972834_2.fastq.gz']","40 MB, 33 MB files; 0.5 million reads; 100.3 million sequenced bases"
SRR1972837,SAMN03254070,G5016.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,30146781;26207568,77802522,385161,G5016.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972837/SRR1972837_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972837/SRR1972837_2.fastq.gz']","30 MB, 26 MB files; 0.4 million reads; 77.8 million sequenced bases"
SRR1972842,SAMN03254081,G5059.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,37539991;32588011,101700334,503467,G5059.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972842/SRR1972842_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972842/SRR1972842_2.fastq.gz']","38 MB, 33 MB files; 0.5 million reads; 101.7 million sequenced bases"
SRR1972845,SAMN03254088,G5114.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,29250574;27072324,89032308,440754,G5114.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972845/SRR1972845_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR1972845/SRR1972845_2.fastq.gz']","29 MB, 27 MB files; 0.4 million reads; 89.0 million sequenced bases"
SRR1972846,SAMN03254092,G5119.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,107386610;97094973,383447914,1898257,G5119.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972846/SRR1972846_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972846/SRR1972846_2.fastq.gz']","107 MB, 97 MB files; 1.9 million reads; 383.4 million sequenced bases"
SRR1972847,SAMN03254094,G5134.5,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,497617105;431389589,1235000730,6113865,G5134.5.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972847/SRR1972847_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR1972847/SRR1972847_2.fastq.gz']","498 MB, 431 MB files; 6.1 million reads; 1235.0 million sequenced bases"
SRR1972848,SAMN03254101,G5231.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,1895592230;1548819350,6060539542,30002671,G5231.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972848/SRR1972848_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972848/SRR1972848_2.fastq.gz']","2 GB, 2 GB files; 30.0 million reads; 6060.5 million sequenced bases"
SRR1972851,SAMN03254105,G5242.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,21961481;19755258,59657266,295333,G5242.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972851/SRR1972851_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972851/SRR1972851_2.fastq.gz']","22 MB, 20 MB files; 0.3 million reads; 59.7 million sequenced bases"
SRR1972854,SAMN03254109,G5289.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,19300506;17108889,52880974,261787,G5289.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972854/SRR1972854_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972854/SRR1972854_2.fastq.gz']","19 MB, 17 MB files; 0.3 million reads; 52.9 million sequenced bases"
SRR1972859,SAMN03254117,G5361.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,22349125;19430192,55122972,272886,G5361.1.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972859/SRR1972859_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972859/SRR1972859_2.fastq.gz']","22 MB, 19 MB files; 0.3 million reads; 55.1 million sequenced bases"
SRR1972862,SAMN03254120,G5370.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,154728832;133722879,410662364,2032982,G5370.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972862/SRR1972862_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR1972862/SRR1972862_2.fastq.gz']","155 MB, 134 MB files; 2.0 million reads; 410.7 million sequenced bases"
SRR1972864,SAMN03254122,G5375.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,3943687;3371869,9590556,47478,G5375.1.l3,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972864/SRR1972864_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR1972864/SRR1972864_2.fastq.gz']","4 MB, 3 MB files; 0.0 million reads; 9.6 million sequenced bases"
SRR1972869,SAMN03254128,G5386.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,176242474;150865430,481777878,2385039,G5386.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972869/SRR1972869_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1972869/SRR1972869_2.fastq.gz']","176 MB, 151 MB files; 2.4 million reads; 481.8 million sequenced bases"
SRR1972871,SAMN03254130,G5387.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,588093651;514954592,1399989078,6930639,G5387.3.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972871/SRR1972871_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR1972871/SRR1972871_2.fastq.gz']","588 MB, 515 MB files; 6.9 million reads; 1400.0 million sequenced bases"
SRR1972876,SAMN03254140,G5487.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,100519116;93014282,245548776,1215588,G5487.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972876/SRR1972876_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR1972876/SRR1972876_2.fastq.gz']","101 MB, 93 MB files; 1.2 million reads; 245.5 million sequenced bases"
SRR1972878,SAMN03254144,G5502.4,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,220377979;195599469,580787774,2875187,G5502.4.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972878/SRR1972878_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1972878/SRR1972878_2.fastq.gz']","220 MB, 196 MB files; 2.9 million reads; 580.8 million sequenced bases"
SRR1972880,SAMN03254147,G5520.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,50207505;45691406,156187612,773206,G5520.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972880/SRR1972880_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR1972880/SRR1972880_2.fastq.gz']","50 MB, 46 MB files; 0.8 million reads; 156.2 million sequenced bases"
